id,uri,sigla,nome,apelido,codTipoOrgao,tipoOrgao,nomePublicacao,nomeResumido,data_captura
100768,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/ORGAOS/100768,MPV48910,"AUTORIZA A UNIÃO A INTEGRAR, NA FORMA DE CONSÓRCIO PÚBLICO DE REGIME ESPECIAL, A AUTORIDADE PÚBLICA OLÍMPICA - APO, E DÁ OUTRAS PROVIDÊNCIAS.",MPV48910,9,COMISSÃO MEDIDA PROVISÓRIA,MPV48910,,2026-06-01 00:27:13
100775,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/ORGAOS/100775,MPV49010,"ABRE CRÉDITO EXTRAORDINÁRIO, EM FAVOR DA PRESIDÊNCIA DA REPÚBLICA E DOS MINISTÉRIOS DA EDUCAÇÃO E DA INTEGRAÇÃO NACIONAL, NO VALOR GLOBAL DE R$ 1.287.072.416,00, PARA OS FINS QUE ESPECIFICA.",MPV49010,9,COMISSÃO MEDIDA PROVISÓRIA,MPV49010,,2026-06-01 00:27:13
100779,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/ORGAOS/100779,MPV49110,"AMPLIAÇÃO, DIVERSIFICAÇÃO E DESCENTRALIZAÇÃO DO MERCADO DE SALAS DE EXIBIÇÃO CINEMATOGRÁFICA",MPV49110,9,COMISSÃO MEDIDA PROVISÓRIA,MPV49110,,2026-06-01 00:27:13
100780,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/ORGAOS/100780,MPV49210,"RECUPERAÇÃO DAS REDES FÍSICAS DAS ESCOLAS PÚBLICAS ESTADUAIS, MUNICIPAIS E DO DF AFETADAS POR DESASTRES E PARCELAMENTOS DE DÉBITOS DE AUTARQUIAS E FUNDAÇÕES MUNICIPAIS RELATIVOS ÀS CONTRIBUIÇÕES SOCIAIS PREVIDENCIÁRIAS.",MPV49210,9,COMISSÃO MEDIDA PROVISÓRIA,MPV49210,,2026-06-01 00:27:13
100781,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/ORGAOS/100781,MPV49310,"ALTERA O ANEXO I DA LEI Nº 11.440, DE 29 DE DEZEMBRO DE 2006, PARA MODIFICAR A DIVISÃO POR NÍVEIS DA CARREIRA DE DIPLOMATA, EXTINGUE CARGOS DE ASSISTENTE DE CHANCELARIA E AUTORIZA A PRORROGAÇÃO DE CONTRATOS POR TEMPO DETERMINADO.",MPV49310,9,COMISSÃO MEDIDA PROVISÓRIA,MPV49310,,2026-06-01 00:27:13
100800,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/ORGAOS/100800,MPV50810,"ABRE CRÉDITO EXTRAORDINÁRIO, EM FAVOR DO MINISTÉRIO DA EDUCAÇÃO, NO VALOR DE R$ 968.185.382,00, PARA OS FINS QUE ESPECIFICA",MPV50810,9,COMISSÃO MEDIDA PROVISÓRIA,MPV50810,,2026-06-01 00:27:13
100782,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/ORGAOS/100782,MPV49410,"DISPÕE SOBRE O SISTEMA NACIONAL DE DEFESA CIVIL - SINDEC, SOBRE AS TRANSFERÊNCIAS DE RECURSOS PARA AÇÕES DE SOCORRO, ASSISTÊNCIA ÀS VÍTIMAS, RESTABELECIMENTO DE SERVIÇOS ESSENCIAIS E RECONSTRUÇÃO NAS ÁREAS ATINGIDAS POR DESASTRE, SOBRE O FUNDO ESPECIAL PARA CALAMIDADES PÚBLICAS, E DÁ OUTRAS PROVIDÊNCIAS.",MPV49410,9,COMISSÃO MEDIDA PROVISÓRIA,MPV49410,,2026-06-01 00:27:13
100784,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/ORGAOS/100784,MPV49510,"ALTERA AS LEIS NOS 8.666, DE 21 DE JUNHO DE 1993, 8.958, DE 20 DE DEZEMBRO DE 1994, E 10.973, DE 2 DE DEZEMBRO DE 2004, E REVOGA O § 1O DO ART. 2O DA LEI NO 11.273, DE 6 DE FEVEREIRO DE 2006",MPV49510,9,COMISSÃO MEDIDA PROVISÓRIA,MPV49510,,2026-06-01 00:27:13
100785,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/ORGAOS/100785,MPV49610,"DISPÕE SOBRE O LIMITE DE ENDIVIDAMENTO DE MUNICÍPIOS EM OPERAÇÕES DE CRÉDITO DESTINADAS AO FINANCIAMENTO DE INFRAESTRUTURA PARA A REALIZAÇÃO DA COPA DO MUNDO FIFA 2014 E DOS JOGOS OLÍMPICOS E PARAOLÍMPICOS DE 2016, SOBRE IMÓVEIS ORIUNDOS DA EXTINTA REDE FERROVIÁRIA FEDERAL S.A. - RFFSA, SOBRE DÍVIDAS REFERENTES AO PATRIMÔNIO IMOBILIÁRIO DA UNIÃO, SOBRE ACORDOS ENVOLVENDO PATRIMÔNIO IMOBILIÁRIO DA UNIÃO, TRANSFERE O DOMÍNIO ÚTIL DE IMÓVEIS PARA A COMPANHIA DOCAS DO RIO DE JANEIRO - CDRJ, E DÁ OUTRAS PROVIDÊNCIAS.",MPV49610,9,COMISSÃO MEDIDA PROVISÓRIA,MPV49610,,2026-06-01 00:27:13
100786,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/ORGAOS/100786,MPV49710,"PROMOVE DESONERAÇÃO TRIBUTÁRIA DE SUBVENÇÕES GOVERNAMENTAIS DESTINADAS AO FOMENTO DAS ATIVIDADES DE PESQUISA TECNOLÓGICA E DESENVOLVIMENTO DE INOVAÇÃO TECNOLÓGICA NAS EMPRESAS, INSTITUI O REGIME ESPECIAL DE TRIBUTAÇÃO PARA CONSTRUÇÃO, AMPLIAÇÃO, REFORMA OU MODERNIZAÇÃO DE ESTÁDIOS DE FUTEBOL - RECOM, E DÁ OUTRAS PROVIDÊNCIAS.",MPV49710,9,COMISSÃO MEDIDA PROVISÓRIA,MPV49710,,2026-06-01 00:27:13
100787,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/ORGAOS/100787,MPV49810,"ABRE CRÉDITO EXTRAORDINÁRIO, EM FAVOR DE DIVERSOS ÓRGÃOS DO PODER EXECUTIVO, NO VALOR GLOBAL DE R$ 1.978.448.870,00, PARA OS FINS QUE ESPECIFICA.",MPV49810,9,COMISSÃO MEDIDA PROVISÓRIA,MPV49810,,2026-06-01 00:27:13
100789,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/ORGAOS/100789,MPV49910,"ALTERA A LEI Nº 10.683, DE 28 DE MAIO DE 2003, TRANSFORMA FUNÇÕES COMISSIONADAS TÉCNICAS EM CARGOS EM COMISSÃO, ALTERA AS LEIS NºS 8460, DE 17 DE SETEMBRO DE 1992, E 11.526, DE 4 DE OUTUBRO DE 2007.",MPV49910,9,COMISSÃO MEDIDA PROVISÓRIA,MPV49910,,2026-06-01 00:27:13
100404,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/ORGAOS/100404,MPV50006,"COMUNICA  O EXCELENTÍSSIMO SENHOR PRESIDENTE DA REPÚBLICA SE AUSENTARÁ DO PAÍS NOS DIAS 4 E 5 DE JULHO DE 2006, A FIM DE REALIZAR VISITA OFICIAL À VENEZUELA.",MPV50006,9,COMISSÃO MEDIDA PROVISÓRIA,MPV50006,,2026-06-01 00:27:13
100790,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/ORGAOS/100790,MPV50010,"AUTORIZA A UNIÃO E AS ENTIDADES DA ADMINISTRAÇÃO PÚBLICA FEDERAL INDIRETA A CONTRATAR, RECIPROCAMENTE, OU COM FUNDO PRIVADO DO QUAL SEJA O TESOURO NACIONAL COTISTA ÚNICO A AQUISIÇÃO, ALIENAÇÃO, CESSÃO E PERMUTA DE AÇÕES, A CESSÃO DE CRÉDITOS DECORRENTES DE ADIANTAMENTOS EFETUADOS PARA FUTURO AUMENTO DE CAPITAL, A CESSÃO DE ALOCAÇÃO PRIORITÁRIA DE AÇÕES EM OFERTAS PÚBLICAS OU A CESSÃO DO DIREITO DE PREFERÊNCIA PARA A SUBSCRIÇÃO DE AÇÕES EM AUMENTOS DE CAPITAL; AUTORIZA A UNIÃO A SE ABSTER DE ADQUIRIR AÇÕES EM AUMENTOS DE CAPITAL DE EMPRESAS EM QUE POSSUA PARTICIPAÇÃO ACIONÁRIA, E DÁ OUTRAS PROVIDÊNCIAS.",MPV50010,9,COMISSÃO MEDIDA PROVISÓRIA,MPV50010,,2026-06-01 00:27:13
100791,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/ORGAOS/100791,MPV50110,"DISPÕE SOBRE A PRESTAÇÃO DE AUXÍLIO FINANCEIRO PELA UNIÃO AOS ESTADOS, AO DISTRITO FEDERAL E AOS MUNICÍPIOS, NO EXERCÍCIO DE 2010, COM O OBJETIVO DE FOMENTAR AS EXPORTAÇÕES DO PAÍS; ALTERA AS LEIS Nº 12.087, DE 11 DE NOVEMBRO DE 2009, E Nº 10.260, DE 12 DE JULHO DE 2001; MODIFICA CONDIÇÕES PARA A CONCESSÃO DA SUBVENÇÃO EM OPERAÇÕES DE FINANCIAMENTO DE QUE TRATA O ART. 1º DA LEI Nº 12.096, DE 24 DE NOVEMBRO DE 2009, QUE AUTORIZA A CONCESSÃO DE SUBVENÇÃO ECONÔMICA AO BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL - BNDES, EM OPERAÇÕES DE FINANCIAMENTO DESTINADAS À AQUISIÇÃO E PRODUÇÃO DE BENS DE CAPITAL E À INOVAÇÃO TECNOLÓGICA; E DÁ OUTRAS PROVIDÊNCIAS.",MPV50110,9,COMISSÃO MEDIDA PROVISÓRIA,MPV50110,,2026-06-01 00:27:13
100410,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/ORGAOS/100410,MPV50206,"COMUNICA AO CONGRESSO NACIONAL QUE FOI AUTORIZADA, CONFORME DESPACHO DE 21 DE JUNHO DE 2006, A TRANSFERÊNCIA DA CONCESSÃO OUTORGADA À SISTEMA MERIDIONAL DE RADIODIFUSÃO LTDA. PARA A  RÁDIO E TELEVISÃO RECORD S/A EXPLORAR SERVIÇO DE RADIODIFUSÃO SONORA EM ONDA MÉDIA NO MUNICÍPIO DE VOTORANTIM, ESTADO DE SÃO PAULO.",MPV50206,9,COMISSÃO MEDIDA PROVISÓRIA,MPV50206,,2026-06-01 00:27:13
100792,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/ORGAOS/100792,MPV50210,"DÁ NOVA REDAÇÃO ÀS LEIS NºS 9.615, DE 24 DE MARÇO DE 1998, QUE INSTITUI NORMAS GERAIS SOBRE DESPORTO, E 10.891, DE 9 DE JULHO DE 2004, QUE INSTITUI A BOLSA-ATLETA; CRIA OS PROGRAMAS ATLETA PÓDIO E CIDADE ESPORTIVA, E DÁ OUTRAS PROVIDÊNCIAS.",MPV50210,9,COMISSÃO MEDIDA PROVISÓRIA,MPV50210,,2026-06-01 00:27:13
100793,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/ORGAOS/100793,MPV50310,"RATIFICA O PROTOCOLO DE INTENÇÕES FIRMADO ENTRE A UNIÃO, O ESTADO DO RIO DE JANEIRO E O MUNICÍPIO DO RIO DE JANEIRO, COM A FINALIDADE DE CONSTITUIR CONSÓRCIO PÚBLICO, DENOMINADO AUTORIDADE PÚBLICA OLÍMPICA - APO.",MPV50310,9,COMISSÃO MEDIDA PROVISÓRIA,MPV50310,,2026-06-01 00:27:13
100794,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/ORGAOS/100794,MPV50410,"DÁ NOVA REDAÇÃO AO ART. 1º DA LEI Nº 5.851, DE 7 DE DEZEMBRO DE 1972, QUE AUTORIZA O PODER EXECUTIVO A INSTITUIR EMPRESA PÚBLICA, SOB A DENOMINAÇÃO DE EMPRESA BRASILEIRA DE PESQUISA AGROPECUÁRIA (EMBRAPA).",MPV50410,9,COMISSÃO MEDIDA PROVISÓRIA,MPV50410,,2026-06-01 00:27:13
100795,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/ORGAOS/100795,MPV50510,CONSTITUI FONTE DE RECURSOS ADICIONAL AO BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL - BNDES.,MPV50510,9,COMISSÃO MEDIDA PROVISÓRIA,MPV50510,,2026-06-01 00:27:13
100796,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/ORGAOS/100796,MPV50610,"ABRE CRÉDITO EXTRAORDINÁRIO, EM FAVOR DO MINISTÉRIO DO DESENVOLVIMENTO AGRÁRIO, NO VALOR DE R$ 210.000.000,00, PARA O FIM QUE ESPECIFICA.",MPV50610,9,COMISSÃO MEDIDA PROVISÓRIA,MPV50610,,2026-06-01 00:27:13
100797,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/ORGAOS/100797,MPV50710,INSTITUI HIPÓTESES ESPECÍFICAS DE SANÇÃO DISCIPLINAR PARA A VIOLAÇÃO DE SIGILO FISCAL E DISCIPLINA O INSTRUMENTO DE MANDATO QUE CONFERE PODERES A TERCEIROS PARA PRATICAR ATOS PERANTE ÓRGÃO DA ADMINISTRAÇÃO PÚBLICA QUE IMPLIQUEM FORNECIMENTO DE DADO PROTEGIDO PELO SIGILO FISCAL.,MPV50710,9,COMISSÃO MEDIDA PROVISÓRIA,MPV50710,,2026-06-01 00:27:13
100801,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/ORGAOS/100801,MPV50910,"DÁ NOVA REDAÇÃO AO PARÁGRAFO ÚNICO DO ART. 7º DA LEI Nº 11.668, DE 2 DE MAIO DE 2008, QUE DISPÕE SOBRE O EXERCÍCIO DA ATIVIDADE DE FRANQUIA POSTAL.",MPV50910,9,COMISSÃO MEDIDA PROVISÓRIA,MPV50910,,2026-06-01 00:27:13
100802,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/ORGAOS/100802,MPV51010,"REGULA O CUMPRIMENTO DE OBRIGAÇÕES TRIBUTÁRIAS POR CONSÓRCIOS QUE REALIZEM NEGÓCIOS JURÍDICOS EM NOME PRÓPRIO; DÁ NOVA REDAÇÃO AO ART. 31 DA MEDIDA PROVISÓRIA NO 497, DE 27 DE JULHO DE 2010, QUE PROMOVE DESONERAÇÃO TRIBUTÁRIA DE SUBVENÇÕES GOVERNAMENTAIS DESTINADAS AO FOMENTO DAS ATIVIDADES DE PESQUISA TECNOLÓGICA E DESENVOLVIMENTO DE INOVAÇÃO TECNOLÓGICA NAS EMPRESAS E INSTITUI O REGIME ESPECIAL DE TRIBUTAÇÃO PARA CONSTRUÇÃO, AMPLIAÇÃO, REFORMA OU MODERNIZAÇÃO DE ESTÁDIOS DE FUTEBOL - RECOM; ACRESCE DISPOSITIVOS À LEI NO 10.168, DE 29 DE DEZEMBRO DE 2000, QUE INSTITUI CONTRIBUIÇÃO DE INTERVENÇÃO DE DOMÍNIO ECONÔMICO DESTINADA A FINANCIAR O PROGRAMA DE ESTÍMULO À INTERAÇÃO UNIVERSIDADE-EMPRESA PARA O APOIO À INOVAÇÃO; E DÁ OUTRAS PROVIDÊNCIAS.",MPV51010,9,COMISSÃO MEDIDA PROVISÓRIA,MPV51010,,2026-06-01 00:27:13
100803,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/ORGAOS/100803,MPV51110,"DISPÕE SOBRE MEDIDAS PARA ASSEGURAR A SUSTENTABILIDADE ECONÔMICO-FINANCEIRA DO BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL - BNDES, SOBRE AUTORIZAÇÃO PARA GARANTIA DO FINANCIAMENTO DO TREM DE ALTA VELOCIDADE - TAV, NO TRECHO ENTRE OS MUNICÍPIOS DO RIO DE JANEIRO - RJ E CAMPINAS - SP, E DÁ OUTRAS PROVIDÊNCIAS.",MPV51110,9,COMISSÃO MEDIDA PROVISÓRIA,MPV51110,,2026-06-01 00:27:13
100804,HTTPS://DADOSABERTOS.CAMARA.LEG.BR/API/V2/ORGAOS/100804,MPV51210,"ALTERA A LEI Nº 9.440, DE 14 DE MARÇO DE 1997, QUE ESTABELECE INCENTIVOS FISCAIS PARA O DESENVOLVIMENTO REGIONAL E DA INDÚSTRIA AUTOMOTIVA.",MPV51210,9,COMISSÃO MEDIDA PROVISÓRIA,MPV51210,,2026-06-01 00:27:13
