id,uri,dataHoraInicio,dataHoraFim,situacao,descricaoTipo,descricao,localExterno,orgaos,urlRegistro,localCamara.nome,localCamara.predio,localCamara.sala,localCamara.andar,data_captura
81906,https://dadosabertos.camara.leg.br/api/v2/eventos/81906,2026-05-06 14:12:00,2026-05-06 14:52:00,Encerrada (Final),Reunião Deliberativa,Discurssão e votação de propostas legislativas,,"[{""id"": 2007, ""uri"": ""https://dadosabertos.camara.leg.br/api/v2/orgaos/2007"", ""sigla"": ""CDHMIR"", ""nome"": ""Comissão de Direitos Humanos, Minorias e Igualdade Racial"", ""apelido"": ""Direitos Humanos, Minorias e Igualdade Racial"", ""codTipoOrgao"": 2, ""tipoOrgao"": ""Comissão Permanente"", ""nomePublicacao"": ""Comissão de Direitos Humanos, Minorias e Igualdade Racial"", ""nomeResumido"": ""Direitos Humanos""}]",https://www.youtube.com/watch?v=49JG4FRHzNE,"Anexo II, Plenário 09",,,,2026-06-03 08:38:45
81922,https://dadosabertos.camara.leg.br/api/v2/eventos/81922,2026-05-06 13:19:00,2026-05-06 14:11:00,Encerrada (Final),Reunião Técnica,"Tribuna das Mulheres: trabalhadoras pelo fim da escala 6x1 e da sobrecarga de trabalho na vida das mulheres 
 Participantes Convidadas:


THAÍSA MAGALHÃES
Secretária da Mulher Trabalhadora da CUT-DF


MARIA DAS GRAÇAS DOS SANTOS
Secretária de Política para as Mulheres da Federação Nacional das Trabalhadoras Domésticas - Fenatrad

GENY HELENA BARROSO MARQUES
Procuradora do Trabalho

EDIANE MARIA
Deputada Estadual e Coordenação do Movimento dos Trabalhadores Sem Teto


Requerimento nº 3/2026, de autoria das Deputadas Erika Hilton, Laura Carneiro, Delegada Adriana Accorsi e Socorro Neri.",,"[{""id"": 537870, ""uri"": ""https://dadosabertos.camara.leg.br/api/v2/orgaos/537870"", ""sigla"": ""CMULHER"", ""nome"": ""Comissão de Defesa dos Direitos da Mulher"", ""apelido"": ""Defesa dos Direitos da Mulher"", ""codTipoOrgao"": 2, ""tipoOrgao"": ""Comissão Permanente"", ""nomePublicacao"": ""Comissão de Defesa dos Direitos da Mulher"", ""nomeResumido"": ""Mulher""}]",https://www.youtube.com/watch?v=GHR-phSGjb0,"Anexo II, Plenário 14",,,,2026-06-03 08:38:45
81960,https://dadosabertos.camara.leg.br/api/v2/eventos/81960,2026-05-06 14:00:00,,Convocada,Evento Técnico,Encontro Interparlamentar União Europeia - Brasil,,"[{""id"": 100950, ""uri"": ""https://dadosabertos.camara.leg.br/api/v2/orgaos/100950"", ""sigla"": ""EVENTOS"", ""nome"": ""Eventos"", ""apelido"": ""Outros Eventos"", ""codTipoOrgao"": 12000, ""tipoOrgao"": ""Órgão da Câmara dos Deputados"", ""nomePublicacao"": ""Câmara dos Deputados - Outros Eventos"", ""nomeResumido"": null}]",,Sala de Reuniões do Colégio de Líderes,,,,2026-06-03 08:38:45
81962,https://dadosabertos.camara.leg.br/api/v2/eventos/81962,2026-05-06 14:28:00,2026-05-06 22:09:00,Encerrada,Sessão Deliberativa,Sessão Deliberativa Extraordinária Presencial (AM nº 123/2020),,"[{""id"": 180, ""uri"": ""https://dadosabertos.camara.leg.br/api/v2/orgaos/180"", ""sigla"": ""PLEN"", ""nome"": ""Plenário"", ""apelido"": ""Plenário"", ""codTipoOrgao"": 26, ""tipoOrgao"": ""Plenário Virtual"", ""nomePublicacao"": ""Plenário"", ""nomeResumido"": ""Plenário""}]",https://www.youtube.com/watch?v=G_sqMG3cpiY,Plenário da Câmara dos Deputados,,,,2026-06-03 08:38:45
81965,https://dadosabertos.camara.leg.br/api/v2/eventos/81965,2026-05-06 13:45:00,2026-05-06 14:20:00,Encerrada (Final),Debate,"Videocast - Fim da Escala 6x1
 Debate no Videocast ME CONTA +

Tema: Fim da Escala 6x1

Deputado Federal ALENCAR SANTANA, Presidente da Comissão Especial sobre o Fim da Escala 6x1 Vida Digna ao Trabalhador

Apresentação: Ginny Morais e Clarice Dias","Espaço multimídia da Câmara dos Deputados, Espaço Mario Covas, Anexo II","[{""id"": 539845, ""uri"": ""https://dadosabertos.camara.leg.br/api/v2/orgaos/539845"", ""sigla"": ""PEC22119"", ""nome"": ""Comissão Especial destinada a proferir parecer à Proposta de Emenda à Constituição nº 221, de 2019, do Senhor Reginaldo Lopes, que \""altera o Art. 7º inciso XII da constituição Federal, reduzindo a jornada de trabalho a 36 horas semanais em 10 anos\"", e apensada"", ""apelido"": ""PEC 221/19 - Redução da Jornada de Trabalho"", ""codTipoOrgao"": 3, ""tipoOrgao"": ""Comissão Especial"", ""nomePublicacao"": ""Comissão Especial sobre o Fim da Escala 6x1 Vida Digna ao Trabalhador (PEC 221/19)"", ""nomeResumido"": ""Fim da Escala 6x1""}]",,,,,,2026-06-03 08:38:45
81105,https://dadosabertos.camara.leg.br/api/v2/eventos/81105,2026-05-06 14:38:00,2026-05-06 17:56:00,Encerrada (Final),Seminário,"V Seminário Trabalhista do Transporte Rodoviário de Cargas
 Requerimento nº 10/2025, de autoria do Deputado Luiz Gastão

 
Das 14h às 14h30 - Solenidade de Abertura

Convidados para compor a mesa:
Deputado Hugo Motta - Presidente da Câmara dos Deputados
Deputado Luiz Gastão - Membro da Comissão de Trabalho e propositor do seminário
Deputado Alencar Santana - Presidente da Subcomissão Especial que trata do fim da escala 6x1 (PEC 221/19 e PEC 08/2025)
Rafaele Rodrigues Mascarenhas Menezes - Coordenadora - Geral de Relações do Trabalho do Ministério do Trabalho e Emprego - MTE
Vander Francisco Costa - Presidente da Confederação Nacional do Transporte - CNT
Eduardo Ferreira Rebuzzi - Presidente da Associação Nacional do Transporte de Cargas e Logística - NTC & Logística
Valdir de Souza Pestana - Presidente da Confederação Nacional dos Trabalhadores em Transportes Terrestres - CNTT

Das 14h30 às 16h30 - 1º Painel
 
Tema: A Inteligência Artificial nos julgamentos e as Provas Digitais 
Presidente da Mesa: Deputado Luiz Gastão - Autor do requerimento
Palestrante 1: Ana Paula Silva Campos Miskulin - Juíza do Trabalho do TRT/15ª Região
Palestrante 2: Otavio Torres Calvet - Juiz do Trabalho do TRT/1ª Região
Palestrante 3: Sérgio Schwartsman - Assessor Jurídico da Federação Nacional da Distribuição de Veículos Automotores - FENABRAVE, e da Federação Nacional dos Concessionários e Distribuidores de Veículos - FENACODIV

Das 16h00 às 18h30 - 2º Painel

Tema: Redução da Jornada de Trabalho 
Presidente da Mesa: Deputado Max Lemos - Presidente da Comissão de Trabalho
Palestrante 1: Deputado Leo Prates - Relator da PEC 221/2019 e da PEC 08/2025
Palestrante 2: Lucas Reis da Silva - Diretor do Sindicato Nacional dos Auditores Fiscais do Trabalho - SINAIT
Palestrante 3:  Alberto Nemer Neto - Advogado
Palestrante 4: Paulo Douglas Almeida Moraes - Procurador do Trabalho -  MPT
Palestrante 5: Narciso Figueirôa Junior - Assessor Jurídico da NTC & Logística
  
18h30 - Encerramento",,"[{""id"": 2015, ""uri"": ""https://dadosabertos.camara.leg.br/api/v2/orgaos/2015"", ""sigla"": ""CTRAB"", ""nome"": ""Comissão de Trabalho"", ""apelido"": ""Trabalho"", ""codTipoOrgao"": 2, ""tipoOrgao"": ""Comissão Permanente"", ""nomePublicacao"": ""Comissão de Trabalho"", ""nomeResumido"": ""Trabalho""}]",https://www.youtube.com/watch?v=D8J_vi0CNbo,Auditório Nereu Ramos,,,,2026-06-03 08:38:45
81687,https://dadosabertos.camara.leg.br/api/v2/eventos/81687,2026-05-06 16:06:00,2026-05-06 17:35:00,Encerrada (Final),Audiência Pública,"Debate sobre os fatores estruturais que impactam a economia brasileira (Custo Brasil)
 (REQ 5/2026 CDE, da deputada Adriana Ventura)


1) CARLOS COSTA (Confirmado - vídeoconferência)
   Economista

2) FÁBIO AUGUSTO PINA (Confirmado)
   Gestor de Assessoria Econômica
   Fecomércio - SP

3) LUIZ RAMOS (Confirmado - vídeoconferência)
   Presidente
  Sindicato Nacional de Comissárias de Despachos, Agentes Transitários e Intermediários de Carga,   Logística e Fretes em Comércio Internacional - SINDICOMIS NACIONAL 

4) ROBERTO ORDINE (Confirmado)
   Vice-Presidente da Associação Comercial de São Paulo - ACSP e Vice-Presidente da 
   Confederação das Associações Comerciais e Empresariais do Brasil - CACB

5) RENATO CORONA (Confirmado - vídeoconferência)
   Superintendente do Departamento de Competitividade e Tecnologia
   Centro das Indústrias do Estado de São Paulo - CIESP
   Federação das Indústrias do Estado de São Paulo - FIESP",,"[{""id"": 2008, ""uri"": ""https://dadosabertos.camara.leg.br/api/v2/orgaos/2008"", ""sigla"": ""CDE"", ""nome"": ""Comissão de Desenvolvimento Econômico"", ""apelido"": ""Desenvolvimento Econômico"", ""codTipoOrgao"": 2, ""tipoOrgao"": ""Comissão Permanente"", ""nomePublicacao"": ""Comissão de Desenvolvimento Econômico"", ""nomeResumido"": ""Desenvolvimento Econômico""}]",https://www.youtube.com/watch?v=fiOYtLW2Z-U,"Anexo II, Plenário 05",,,,2026-06-03 08:38:45
81694,https://dadosabertos.camara.leg.br/api/v2/eventos/81694,2026-05-06 16:00:00,,Cancelada,Audiência Pública,"Eficiência econômica e fiscal, impacto social das subvenções e incentivos ao setor de combustíveis no rol das Medidas Provisórias nº 1340, 1343 e 1349 de 2026 e decretos presidenciais correlatos. 
 TEMA: ""Eficiência econômica e fiscal, impacto social das subvenções e incentivos ao setor de combustíveis no rol das Medidas Provisórias nº 1340, 1343 e 1349 de 2026 e decretos presidenciais correlatos""

Em antendimento ao Requerimento 30/2026 de autoria dos Deputados Junio Amaral,  Rodrigo da Zaeli e  Lafayette de Andrada.

Participantes:

1. Representante do Ministério de Minas e Energia (MME);

2. Representante do Ministério da Fazenda;
 
3.  Daniel Maia Vieira, Diretor da Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP) (CONFIRMADO);

4. Sérgio Araujo, Presidente Executivo da Associação Brasileira dos Importadores de Combustíveis - ABICOM;

5. Representante do Instituto Brasileiro de Petróleo e Gás (IBP);

6. Representante do Instituto Livre Mercado (ILM);

7. Sergio Bandeira de Mello, Presidente do Sindicato Nacional das Empresas Distribuidoras de Gás Liquefeito de Petróleo (SindiGas) (CONFIRMADO);

8. Especialista em distribuição de combustíveis;

9. André Pereira Tokarski, pesquisador do Instituto de Estudos Estratégicos de Petróleo, Gás Natural e Biocombustíveis (INEEP) (CONFIRMADO);

10. Deyvid Bacelar, Especialista em Petróleo, Gás e Energia da Federação Única dos Petroleiros (FUP) (CONFIRMADO);

11. Carlos Germano da Silva Ferreira Junior, Diretor Jurídico de Compliance e Assuntos Regulatórios da Associação das Distirbuidoras de Combustíveis (BRASILCOM) (CONFIRMADO).",,"[{""id"": 2012, ""uri"": ""https://dadosabertos.camara.leg.br/api/v2/orgaos/2012"", ""sigla"": ""CME"", ""nome"": ""Comissão de Minas e Energia"", ""apelido"": ""Minas e Energia"", ""codTipoOrgao"": 2, ""tipoOrgao"": ""Comissão Permanente"", ""nomePublicacao"": ""Comissão de Minas e Energia"", ""nomeResumido"": ""Minas e Energia""}]",,"Anexo II, Plenário 14",,,,2026-06-03 08:38:45
81697,https://dadosabertos.camara.leg.br/api/v2/eventos/81697,2026-05-07 08:30:00,,Convocada,Reunião Técnica,Estágio-Visita,,"[{""id"": 100950, ""uri"": ""https://dadosabertos.camara.leg.br/api/v2/orgaos/100950"", ""sigla"": ""EVENTOS"", ""nome"": ""Eventos"", ""apelido"": ""Outros Eventos"", ""codTipoOrgao"": 12000, ""tipoOrgao"": ""Órgão da Câmara dos Deputados"", ""nomePublicacao"": ""Câmara dos Deputados - Outros Eventos"", ""nomeResumido"": null}]",,"Anexo II, Plenário 03",,,,2026-06-03 08:38:45
81698,https://dadosabertos.camara.leg.br/api/v2/eventos/81698,2026-05-07 08:30:00,,Convocada,Reunião Técnica,Estágio-Visita,,"[{""id"": 100950, ""uri"": ""https://dadosabertos.camara.leg.br/api/v2/orgaos/100950"", ""sigla"": ""EVENTOS"", ""nome"": ""Eventos"", ""apelido"": ""Outros Eventos"", ""codTipoOrgao"": 12000, ""tipoOrgao"": ""Órgão da Câmara dos Deputados"", ""nomePublicacao"": ""Câmara dos Deputados - Outros Eventos"", ""nomeResumido"": null}]",,"Anexo II, Plenário 04",,,,2026-06-03 08:38:45
81725,https://dadosabertos.camara.leg.br/api/v2/eventos/81725,2026-05-06 16:00:00,,Cancelada,Audiência Pública,"Fatores estruturais que impactam a competitividade da economia brasileira
 (REQ 5/2026 CDE, da deputada Adriana Ventura)


Convidados:

1)  (a Confirmar)
   Centro das Indústrias do Estado de São Paulo - CIESP

2)  (a Confirmar)
   Distrito de Inovação de São Paulo

3)  (a Confirmar)
   Federação das Indústrias do Estado de São Paulo - FIESP

4)  (a Confirmar)
   Federação do Comércio de Bens, Serviços e Turismo do Estado de São Paulo - FECOMERCIO-SP

5)  (a Confirmar)
   Instituto Brasileiro de Planejamento e Tributação - IBPT

6) MARCOS DE BARROS LISBOA (a Confirmar)
   Economista",,"[{""id"": 2008, ""uri"": ""https://dadosabertos.camara.leg.br/api/v2/orgaos/2008"", ""sigla"": ""CDE"", ""nome"": ""Comissão de Desenvolvimento Econômico"", ""apelido"": ""Desenvolvimento Econômico"", ""codTipoOrgao"": 2, ""tipoOrgao"": ""Comissão Permanente"", ""nomePublicacao"": ""Comissão de Desenvolvimento Econômico"", ""nomeResumido"": ""Desenvolvimento Econômico""}]",,A Definir,,,,2026-06-03 08:38:45
81939,https://dadosabertos.camara.leg.br/api/v2/eventos/81939,2026-05-06 14:36:00,2026-05-06 14:39:00,Encerrada (Final),Reunião Deliberativa,Deliberação das indicações às programações da LOA 2026 oriundas de emendas,,"[{""id"": 6066, ""uri"": ""https://dadosabertos.camara.leg.br/api/v2/orgaos/6066"", ""sigla"": ""CTUR"", ""nome"": ""Comissão de Turismo"", ""apelido"": ""Turismo"", ""codTipoOrgao"": 2, ""tipoOrgao"": ""Comissão Permanente"", ""nomePublicacao"": ""Comissão de Turismo"", ""nomeResumido"": ""Turismo""}]",https://www.youtube.com/watch?v=WEzQja54jlA,"Anexo II, Plenário 05",,,,2026-06-03 08:38:45
81771,https://dadosabertos.camara.leg.br/api/v2/eventos/81771,2026-05-07 09:00:00,,Cancelada,Seminário,"Redução da jornada 6x1: impactos sobre as mulheres trabalhadoras
 Participantes convidadas:

SIMONE SANTIAGO
Secretária de Estado da Mulher do Acre (Confrimada)

MARIA CLENILDA MOURA XAVIER
Representante da Superintendência Regional do Trabalho e Emprego no Acre - SRTE/AC

MARIELLE RISSANNE GUERRA VIANA
Procuradora do Trabalho no Acre

JULLIANA MARQUES
Defensora Pública Geral do Estado do Acre

NEUDA MUNIZ GOMES
Secretária-Executiva do Conselho Estadual dos Direitos da Mulher - CEDIM/AC  (Confirmada)

FRANCELINA BARREIROS AMARAL GURGEL
Vice-Presidente da Diretoria Executiva da Federação do Comércio de Bens, Serviços e Turismo do Estado do Acre - Fecomércio/AC

REGINA RODRIGUES
Vice-Presidente do Fórum de Mulheres do Alto Acre (Confirmada)

ALMERINDA CUNHA
Coordenadora da Associação de Mulheres Negras do Acre (Confirmada)

Requerimento nº 17/2026, da deputada Socorro Neri",Auditório da Secretaria de Estado de Educação e Cultura do Acre,"[{""id"": 537870, ""uri"": ""https://dadosabertos.camara.leg.br/api/v2/orgaos/537870"", ""sigla"": ""CMULHER"", ""nome"": ""Comissão de Defesa dos Direitos da Mulher"", ""apelido"": ""Defesa dos Direitos da Mulher"", ""codTipoOrgao"": 2, ""tipoOrgao"": ""Comissão Permanente"", ""nomePublicacao"": ""Comissão de Defesa dos Direitos da Mulher"", ""nomeResumido"": ""Mulher""}]",,,,,,2026-06-03 08:38:45
81833,https://dadosabertos.camara.leg.br/api/v2/eventos/81833,2026-05-07 09:00:00,,Cancelada,Audiência Pública,"Debater o panorama atual da atuação da Confederação Nacional da Indústria (CNI) e as ações desenvolvidas pelo Serviço Nacional de Aprendizagem Industrial  (SENAI) no Estado de Pernambuco.
 (REQ 15/2026 CDE, do deputado Felipe Carreras)

1)  MÁRCIO FERNANDO ELIAS ROSA (a Confirmar)
   Ministro
   Ministério do Desenvolvimento, Indústria, Comércio e Serviços (MDIC)


2) RICARDO ALVAREZ ALBAN (a Confirmar)
   Presidente
   Confederação Nacional da Indústria


3)  FELIPE ESTEVES PINTO MORGADO (Confirmado)
    Superintendente de Gestão e Desempenho
   Serviço Nacional de Aprendizagem Industrial (SENAI)


4) BRUNO VELOSO (a Confirmar)
   Presidente
   Federação das Indústrias do Estado de Pernambuco (FIEPE)


5) SIVALDO ALBINO (a Confirmar)
   Prefeito
   Prefeitura de Garanhuns",,"[{""id"": 2008, ""uri"": ""https://dadosabertos.camara.leg.br/api/v2/orgaos/2008"", ""sigla"": ""CDE"", ""nome"": ""Comissão de Desenvolvimento Econômico"", ""apelido"": ""Desenvolvimento Econômico"", ""codTipoOrgao"": 2, ""tipoOrgao"": ""Comissão Permanente"", ""nomePublicacao"": ""Comissão de Desenvolvimento Econômico"", ""nomeResumido"": ""Desenvolvimento Econômico""}]",,"Anexo II, Plenário 05",,,,2026-06-03 08:38:45
81863,https://dadosabertos.camara.leg.br/api/v2/eventos/81863,2026-05-06 15:38:00,2026-05-06 16:30:00,Encerrada (Final),Audiência Pública,"Debate sobre a redução do Imposto sobre Veículos Automotores
 (REQ 21/2026 CCJC, do deputado Rodrigo de Castro)


1) HENRIQUE LIAN |  Presidente da Associação Brasileira de Consumidores - PROTESTE (Confirmado);
 

2) KIM KATAGUIRI | Deputado Federal (Confirmado);",,"[{""id"": 2003, ""uri"": ""https://dadosabertos.camara.leg.br/api/v2/orgaos/2003"", ""sigla"": ""CCJC"", ""nome"": ""Comissão de Constituição e Justiça e de Cidadania"", ""apelido"": ""Constituição e Justiça e de Cidadania"", ""codTipoOrgao"": 2, ""tipoOrgao"": ""Comissão Permanente"", ""nomePublicacao"": ""Comissão de Constituição e Justiça e de Cidadania"", ""nomeResumido"": ""Constituição e Justiça""}]",https://www.youtube.com/watch?v=KRguZ3R3Qg0,"Anexo II, Plenário 01",,,,2026-06-03 08:38:45
81869,https://dadosabertos.camara.leg.br/api/v2/eventos/81869,2026-05-06 14:36:00,2026-05-06 15:47:00,Encerrada (Final),Reunião Deliberativa,"Discussão e votação de propostas legilativas
 Deliberação das Indicações às programações da LOA 2026 oriundas das emendas da Comissão RP-8",,"[{""id"": 539387, ""uri"": ""https://dadosabertos.camara.leg.br/api/v2/orgaos/539387"", ""sigla"": ""CPASF"", ""nome"": ""Comissão de Previdência, Assistência Social, Infância, Adolescência e Família"", ""apelido"": ""Previdência, Assis. Social, Infância, Adolescência e Família"", ""codTipoOrgao"": 2, ""tipoOrgao"": ""Comissão Permanente"", ""nomePublicacao"": ""Comissão de Previdência, Assistência Social, Infância, Adolescência e Família"", ""nomeResumido"": ""Previdência e Assistência""}]",https://www.youtube.com/watch?v=piJ1Sn1XKfQ,"Anexo II, Plenário 07",,,,2026-06-03 08:38:45
81897,https://dadosabertos.camara.leg.br/api/v2/eventos/81897,2026-05-06 14:33:00,2026-05-06 17:48:00,Encerrada (Final),Audiência Pública e Deliberação,"Diagnósticos sobre o uso do tempo para o trabalho 
 A - Audiência Pública

Tema: Diagnósticos sobre o uso do tempo para o trabalho 

Convidados:

LUIZ MARINHO, Ministro de Estado do Trabalho e Emprego (REQs 16, 19 e 30/26) - (confirmado);

VINÍCIUS CARVALHO PINHEIRO, Diretor do Escritório da Organização Internacional do Trabalho (OIT) para o Brasil (REQs 15 e 17/26) - (confirmado);

TERESA CRISTINA D'ALMEIDA BASTEIRO, Vice-Procuradora Geral do Ministério Público do Trabalho (REQs 15 e 17/26) - (confirmada);

HUGO CAVALCANTI MELO FILHO, Professor, Juiz do Trabalho e ex-Presidente da Associação Nacional dos Magistrados da Justiça do Trabalho (ANAMATRA) (REQ 9/26) - (confirmado).

(Requerimento nº 9/2026, do Dep. Túlio Gadêlha)
(Requerimento nº 15 e 16/2026, do Dep. Carlos Zarattini)
(Requerimento nº 17 e 19/2026, do Dep. Fernando Mineiro)
(Requerimento nº 30/2026, da Dep. Júlia Zanatta)

B - Deliberação de Requerimentos:",,"[{""id"": 539845, ""uri"": ""https://dadosabertos.camara.leg.br/api/v2/orgaos/539845"", ""sigla"": ""PEC22119"", ""nome"": ""Comissão Especial destinada a proferir parecer à Proposta de Emenda à Constituição nº 221, de 2019, do Senhor Reginaldo Lopes, que \""altera o Art. 7º inciso XII da constituição Federal, reduzindo a jornada de trabalho a 36 horas semanais em 10 anos\"", e apensada"", ""apelido"": ""PEC 221/19 - Redução da Jornada de Trabalho"", ""codTipoOrgao"": 3, ""tipoOrgao"": ""Comissão Especial"", ""nomePublicacao"": ""Comissão Especial sobre o Fim da Escala 6x1 Vida Digna ao Trabalhador (PEC 221/19)"", ""nomeResumido"": ""Fim da Escala 6x1""}]",https://www.youtube.com/watch?v=2OLqRKxtieE,"Anexo II, Plenário 02",,,,2026-06-03 08:38:45
81916,https://dadosabertos.camara.leg.br/api/v2/eventos/81916,2026-05-06 15:30:00,,Cancelada,Reunião Deliberativa,"Plano de trabalho e votação de requerimentos
 A - Apresentação do Plano de Trabalho do Relator, Dep. Jorge Goetten;

B - Deliberação de Requerimentos (estão sujeitos a pauta os requerimentos apresentados até 24h antes do horário da reunião).",,"[{""id"": 539844, ""uri"": ""https://dadosabertos.camara.leg.br/api/v2/orgaos/539844"", ""sigla"": ""PLP10821"", ""nome"": ""Comissão Especial destinada a proferir parecer ao Projeto de Lei Complementar nº 108, de 2021, do Senado Federal, que \""altera a Lei Complementar nº 123, de 14 de dezembro de 2006, para permitir o enquadramento como Microempreendedor Individual (MEI) de pessoa com receita bruta anual igual ou inferior a R$ 130.000,00 (cento e trinta mil reais), bem como para permitir que o MEI contrate até 2 (dois) empregados\"""", ""apelido"": ""PLP 108/21 - Novo Enquadramento Microempreendedor Individual"", ""codTipoOrgao"": 3, ""tipoOrgao"": ""Comissão Especial"", ""nomePublicacao"": ""Comissão Especial sobre o Novo Enquadramento do Microempreendedor Individual (PLP 108/21)"", ""nomeResumido"": ""Novo Enquadramento MEI""}]",,"Anexo II, Plenário 13",,,,2026-06-03 08:38:45
81957,https://dadosabertos.camara.leg.br/api/v2/eventos/81957,2026-05-06 15:25:00,2026-05-06 16:03:00,Encerrada (Final),Visita Oficial,"Visita de delegação do Royal College of Defence Studies (RCDS) de Londres / Reino Unido
 Visita de delegação do Royal College of Defence Studies de Londres/ Reino Unido, composta por oficiais militares de alta patente e líderes civis de diversas partes  do mundo


Objetivos da visita: 

- colher percepções sobre política externa e perspetivas geopolíticas, com o objetivo de aprofundar a compreensão das dinâmicas estratégicas globais, da governança, da segurança e das relações internacionais.
-  Ampliar a compreensão sobre o papel do Brasil no cenário internacional e sobre os principais vetores do desenvolvimento e da segurança do País.",,"[{""id"": 2018, ""uri"": ""https://dadosabertos.camara.leg.br/api/v2/orgaos/2018"", ""sigla"": ""CREDN"", ""nome"": ""Comissão de Relações Exteriores e de Defesa Nacional"", ""apelido"": ""Relações Exteriores e de Defesa Nacional"", ""codTipoOrgao"": 2, ""tipoOrgao"": ""Comissão Permanente"", ""nomePublicacao"": ""Comissão de Relações Exteriores e de Defesa Nacional"", ""nomeResumido"": ""Relações Exteriores""}]",,"Anexo II, Plenário 03",,,,2026-06-03 08:38:45
81961,https://dadosabertos.camara.leg.br/api/v2/eventos/81961,2026-05-06 14:34:00,2026-05-06 16:32:00,Encerrada,Visita Oficial,"Acordo UE-Mercosul e fortalecimento do multilateralismo
 Delegação:


- Marian Schuegraf - Embaixadora da União Europeia no Brasil

- Hélder Sousa Silva (Partido Popular Europeu, Portugal), presidente da delegação do Parlamento Europeu para as Relações com o Brasil

- Jacek Protas (Partido Popular Europeu, Polônia)

- Evelyn Regner (Socialistas & Democratas, Áustria)

- Nicolás González Casares (Socialistas e Democratas, Espanha)

- Elio Di Rupo (Socialistas e Democratas, Bélgica)

- Valérie Deloge (Patriotas pela Europa, França)

- Michele Picaro (Conservadores e Reformistas Europeus, Itália)

- Urmas Paet (Renovar, Estónia)

- Gabriel Mato (Partido Popular Europeu, Espanha)",,"[{""id"": 5973, ""uri"": ""https://dadosabertos.camara.leg.br/api/v2/orgaos/5973"", ""sigla"": ""MERCOSUL"", ""nome"": ""Representação Brasileira no Parlamento do Mercosul"", ""apelido"": ""Representação Brasileira no Parlamento do Mercosul"", ""codTipoOrgao"": 6, ""tipoOrgao"": ""Comissão Mista Permanente"", ""nomePublicacao"": ""Representação Brasileira no Parlamento do Mercosul"", ""nomeResumido"": ""Mercosul""}]",,Sala de Reuniões do Colégio de Líderes,,,,2026-06-03 08:38:45
81522,https://dadosabertos.camara.leg.br/api/v2/eventos/81522,2026-05-07 10:00:00,,Cancelada,Reunião,Apresentação do relatório final,,"[{""id"": 539789, ""uri"": ""https://dadosabertos.camara.leg.br/api/v2/orgaos/539789"", ""sigla"": ""SUBCLIMA"", ""nome"": ""a Subcomissão Especial para tratar de Climatização nas Escolas"", ""apelido"": ""CE - Climatização nas escolas públicas"", ""codTipoOrgao"": 25, ""tipoOrgao"": ""Subcomissão"", ""nomePublicacao"": ""Subcomissão Especial de Climatização nas escolas públicas (CE/SUBCLIMA)"", ""nomeResumido"": ""Educação""}]",,"Anexo II, Plenário 10",,,,2026-06-03 08:38:45
81720,https://dadosabertos.camara.leg.br/api/v2/eventos/81720,2026-05-08 08:00:00,,Convocada,Reunião Técnica,3º Encontro Cidades Verdes Resilientes,,"[{""id"": 100950, ""uri"": ""https://dadosabertos.camara.leg.br/api/v2/orgaos/100950"", ""sigla"": ""EVENTOS"", ""nome"": ""Eventos"", ""apelido"": ""Outros Eventos"", ""codTipoOrgao"": 12000, ""tipoOrgao"": ""Órgão da Câmara dos Deputados"", ""nomePublicacao"": ""Câmara dos Deputados - Outros Eventos"", ""nomeResumido"": null}]",,"Anexo II, Plenário 03",,,,2026-06-03 08:38:45
81721,https://dadosabertos.camara.leg.br/api/v2/eventos/81721,2026-05-08 08:00:00,,Convocada,Reunião Técnica,3º Encontro Cidades Verdes Resilientes,,"[{""id"": 100950, ""uri"": ""https://dadosabertos.camara.leg.br/api/v2/orgaos/100950"", ""sigla"": ""EVENTOS"", ""nome"": ""Eventos"", ""apelido"": ""Outros Eventos"", ""codTipoOrgao"": 12000, ""tipoOrgao"": ""Órgão da Câmara dos Deputados"", ""nomePublicacao"": ""Câmara dos Deputados - Outros Eventos"", ""nomeResumido"": null}]",,"Anexo II, Plenário 04",,,,2026-06-03 08:38:45
